GENERO,EDAD,PERSONAS_EN_CONDICION_DE_DISCAPACIDAD,HOMBRES_Y_MUJERES_CABEZA_DE_FAMILIA,ADULTO_MAYOR,GRUPOS_ETNICOS_AFRO_INDIGENA,TIPO_DE_SEGURIDAD_EN_SALUD,NIVEL_EDUCATIVO_QUE_TIENE_O_CURSA,CONDICION_OCUPACIONAL,BARRIO_O_VEREDA_DE_RESIDENCIA,ZONA_DE_RESIDENCIA,PUNTAJE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,RANGO_EDAD
M,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,16-25
M,19,NO,NO,NO,1 - INDÍGENA,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,AV. 30 DE AGOSTO  CON 44,URBANO,1,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,LAURELES I,URBANO,0,Bajo,16-25
F,39,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL POBLADO,URBANO,0,Bajo,36-45
F,29,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,COLINAS DEL TRIUNFO,URBANO,2,Bajo,26-35
F,28,NO,NO,NO,1 - INDÍGENA,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,NARANJITO,URBANO,1,Bajo,26-35
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,EMPLEADO,ZEA,URBANO,2,Bajo,16-25
M,34,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LA VILLA,URBANO,0,Bajo,26-35
F,34,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),BUSCANDO EMPLEO,OTRO MUNICIPIO,OTRO,5,Alto,26-35
F,33,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,LOS ALAMOS,URBANO,2,Bajo,26-35
M,33,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,PARQUE INDUSTRIAL,URBANO,2,Bajo,26-35
F,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SAUCES I,URBANO,0,Bajo,26-35
F,31,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,COMBIA ALTA,RURAL,5,Alto,26-35
F,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,MIRADOR DE LLANO GRANDE,URBANO,0,Bajo,26-35
F,26,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,INDEPENDIENTE,YARUMITO,RURAL,1,Bajo,26-35
F,28,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,ARABIA,RURAL,3,Alto,26-35
F,27,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,JARDIN I,URBANO,0,Bajo,26-35
F,27,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,BUSCANDO EMPLEO,CENTRAL,URBANO,7,Alto,26-35
M,26,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,EL BOSQUE UTP,URBANO,0,Bajo,26-35
F,24,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,VILLA VERDE,URBANO,8,Alto,16-25
M,24,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LA VICTORIA,URBANO,0,Bajo,16-25
F,36,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,ARABIA,RURAL,5,Alto,36-45
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,AMERICA,URBANO,2,Bajo,16-25
M,20,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,8- TECNOLÓGICA,ESTUDIANTE,OTRO MUNICIPIO,OTRO,2,Bajo,16-25
M,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,SAMARIA I SECTOR A,URBANO,0,Bajo,16-25
F,20,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,4- MEDIA ACADÉMICA O CLÁSICA,DESEMPLEADO,SAN FERNANDO,URBANO,7,Alto,16-25
F,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,16-25
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,13-UNIVERISITARIO,EMPLEADO,LAS MERCEDES,URBANO,2,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,8- TECNOLÓGICA,EMPLEADO,TOKIO I ETAPA,URBANO,2,Bajo,16-25
F,29,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,TOKIO I ETAPA,URBANO,0,Bajo,26-35
F,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,ESTUDIANTE,CIUDAD JARDIN,URBANO,0,Bajo,16-25
F,26,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,8- TECNOLÓGICA,ESTUDIANTE,VILLA DEL PRADO,URBANO,3,Alto,26-35
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,16-25
F,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,JOSE ANTONIO GALAN,URBANO,0,Bajo,16-25
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,ESTUDIANTE,CUBA,URBANO,2,Bajo,16-25
M,20,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,AV. 30 DE AGOSTO  CON 44,URBANO,1,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,8- TECNOLÓGICA,ESTUDIANTE,PARQUE INDUSTRIAL,URBANO,2,Bajo,16-25
M,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,ESTUDIANTE,EL BOSQUE UTP,URBANO,0,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,ESTUDIANTE,PARQUE INDUSTRIAL,URBANO,0,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,0,Bajo,16-25
F,19,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,7- TÉCNICA PROFESIONAL,ESTUDIANTE,PARQUE INDUSTRIAL,URBANO,3,Alto,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,ESTUDIANTE,PARQUE INDUSTRIAL,URBANO,0,Bajo,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,BUSCANDO EMPLEO,EL LAGO,URBANO,3,Alto,16-25
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,ESTUDIANTE,EL DANUBIO,URBANO,2,Bajo,16-25
M,18,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,MIRADOR DE LLANO GRANDE,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,7- TÉCNICA PROFESIONAL,ESTUDIANTE,LLANO GRANDE,RURAL,4,Alto,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,ESPERANZA GALICIA,RURAL,3,Alto,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,16-25
M,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,POBLADO II,URBANO,0,Bajo,16-25
F,16,NO,NO,NO,"5 - NEGRO(A), MULATO(A), AFROCOLOMBIANO(A) O AFRO DESCENDIENTE",REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR PLAZA DE BOLIVAR,URBANO,1,Bajo,
F,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,AMERICA,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,
F,23,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,BOSTON,URBANO,2,Bajo,16-25
M,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,
M,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,SECTOR 30 DE AGOSTO,URBANO,0,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,
F,16,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,ESTUDIANTE,POBLADO II,URBANO,0,Bajo,
F,24,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,INDEPENDIENTE,LAS BRISAS,URBANO,6,Alto,16-25
M,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SAN FERNANDO,URBANO,0,Bajo,26-35
F,20,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,EL ESTANQUILLO,RURAL,5,Alto,16-25
M,66,NO,NO,SI,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,BUSCANDO EMPLEO,MUNDO NUEVO,RURAL,8,Alto,66-85
F,35,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,LAS BRISAS,URBANO,4,Alto,26-35
F,35,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,OTRO MUNICIPIO,OTRO,2,Bajo,26-35
F,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,MORELIA,RURAL,1,Bajo,26-35
F,30,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,13-UNIVERISITARIO,ESTUDIANTE,TRES ESQUINAS,RURAL,5,Alto,26-35
M,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,CENTRAL,URBANO,0,Bajo,36-45
F,35,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,EMPLEADO,VILLA DEL PRADO,URBANO,0,Bajo,26-35
M,35,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,CUBA,URBANO,0,Bajo,26-35
M,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTRAL,URBANO,0,Bajo,26-35
F,31,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,PERLA DEL SUR,URBANO,4,Alto,26-35
F,31,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,LAS BRISAS,URBANO,4,Alto,26-35
M,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LA PALMERA,URBANO,0,Bajo,26-35
F,25,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,INDEPENDIENTE,EL BOSQUE LA FLORIDA,RURAL,3,Alto,16-25
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,OTRO MUNICIPIO,OTRO,4,Alto,16-25
F,35,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),AMA DE CASA,ROCIO ALTO,URBANO,4,Alto,26-35
F,48,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,EL PLUMON,URBANO,6,Alto,46-55
M,20,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,AV. 30 DE AGOSTO  CON 44,URBANO,2,Bajo,16-25
F,16,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,
F,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,EL LAGO,URBANO,0,Bajo,26-35
M,27,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,PARQUE INDUSTRIAL,URBANO,2,Bajo,26-35
F,27,NO,SI,NO,6 MESTIZO,POBLACION VINCULADA,9- PROFESIONAL,BUSCANDO EMPLEO,LA VICTORIA,URBANO,8,Alto,26-35
F,27,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,MORELIA,RURAL,5,Alto,26-35
F,26,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,AMA DE CASA,CENTRAL,URBANO,2,Bajo,26-35
M,34,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LA PALMERA,URBANO,0,Bajo,26-35
M,34,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,ESTUDIANTE,CERRITOS,RURAL,1,Bajo,26-35
M,24,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,LA AURORA,URBANO,0,Bajo,16-25
F,33,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,BUSCANDO EMPLEO,ALTAVISTA,URBANO,7,Alto,26-35
F,32,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,ESTUDIANTE,EL LAGO,URBANO,2,Bajo,26-35
M,28,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,DESEMPLEADO,GALICIA BAJA,RURAL,4,Alto,26-35
F,44,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,AMA DE CASA,AV. 30 DE AGOSTO  CON 44,URBANO,6,Alto,36-45
M,68,NO,NO,SI,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,POPULAR MODELO,URBANO,3,Alto,66-85
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,ESTUDIANTE,OTRO MUNICIPIO,OTRO,2,Bajo,16-25
F,17,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,16-25
M,34,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,LA PALMERA,URBANO,0,Bajo,26-35
F,28,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,DESEMPLEADO,LA LAGUNA BOSTON,URBANO,9,Alto,26-35
F,26,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,4- MEDIA ACADÉMICA O CLÁSICA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,26-35
F,18,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,13-UNIVERISITARIO,ESTUDIANTE,VEREDA MONTELARGO,RURAL,3,Alto,16-25
M,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,LA PALMERA,URBANO,0,Bajo,26-35
M,17,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,ESTUDIANTE,CIUDAD JARDIN,URBANO,2,Bajo,16-25
F,43,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,LAS COLONIAS,RURAL,7,Alto,36-45
F,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,SAN JOAQUIN,URBANO,2,Bajo,36-45
F,36,NO,SI,NO,1 - INDÍGENA,REGIMEN SUBSIDIADO,8- TECNOLÓGICA,DESEMPLEADO,PARQUE INDUSTRIAL,URBANO,8,Alto,36-45
F,29,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,13-UNIVERISITARIO,ESTUDIANTE,EL LAGO,URBANO,2,Bajo,26-35
F,29,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,LAS GAVIOTAS,URBANO,0,Bajo,26-35
F,24,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,BUSCANDO EMPLEO,OTRO MUNICIPIO,OTRO,7,Alto,16-25
F,34,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,11- MAESTRÍA,INDEPENDIENTE,OTRO MUNICIPIO,OTRO,2,Bajo,26-35
F,28,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,2- BÁSICA PRIMARIA,AMA DE CASA,CENTRAL,URBANO,6,Alto,26-35
F,28,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,AMA DE CASA,CENTRAL,URBANO,4,Alto,26-35
F,37,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,EL JARDÍN,RURAL,3,Alto,36-45
F,19,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,8- TECNOLÓGICA,ESTUDIANTE,OTRO MUNICIPIO,OTRO,2,Bajo,16-25
M,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,HACIENDA CUBA,URBANO,0,Bajo,26-35
M,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,36-45
F,37,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,GUAYABAL,RURAL,1,Bajo,36-45
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,0,Bajo,16-25
M,19,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,LA AURORA,URBANO,0,Bajo,16-25
F,36,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,9- PROFESIONAL,EMPLEADO,20 DE JULIO,URBANO,2,Bajo,36-45
F,36,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,INDEPENDIENTE,CUBA,URBANO,2,Bajo,36-45
M,40,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,EMPLEADO,SECTOR PLAZA DE BOLIVAR,URBANO,4,Alto,36-45
F,36,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,INDEPENDIENTE,CENTRAL,URBANO,0,Bajo,36-45
F,35,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,EL LAGO,URBANO,2,Bajo,26-35
F,34,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,10- ESPECIALIZACIÓN,ESTUDIANTE,AMERICA,URBANO,2,Bajo,26-35
F,34,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,EMPLEADO,1º  DE FEBRERO,URBANO,2,Bajo,26-35
F,33,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,BUSCANDO EMPLEO,OTRO MUNICIPIO,OTRO,5,Alto,26-35
M,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,VILLA DEL PRADO,URBANO,0,Bajo,26-35
F,33,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,SAN JORGE,URBANO,0,Bajo,26-35
F,33,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTRAL,URBANO,2,Bajo,26-35
M,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,2- BÁSICA PRIMARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,2,Bajo,26-35
F,33,NO,NO,NO,6 MESTIZO,POBLACION VINCULADA,3- BÁSICA SECUNDARIA,BUSCANDO EMPLEO,MUNDO NUEVO,RURAL,7,Alto,26-35
F,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,EMPLEADO,CENTRAL,URBANO,0,Bajo,26-35
M,32,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,5- MEDIA TÉCNICA (BACHILLERATO TÉCNICO),EMPLEADO,EL BOSQUE UTP,URBANO,2,Bajo,26-35
F,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,10- ESPECIALIZACIÓN,EMPLEADO,GALICIA ALTA,RURAL,1,Bajo,26-35
F,31,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,EMPLEADO,AMERICA,URBANO,2,Bajo,26-35
F,32,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,EL PRADO,URBANO,0,Bajo,26-35
M,31,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,13-UNIVERISITARIO,ESTUDIANTE,LOS CRISTALES,URBANO,0,Bajo,26-35
F,30,NO,NO,NO,6 MESTIZO,REGIMEN SUBSIDIADO,3- BÁSICA SECUNDARIA,EMPLEADO,POPULAR MODELO,URBANO,2,Bajo,26-35
F,30,NO,SI,NO,6 MESTIZO,POBLACION VINCULADA,9- PROFESIONAL,BUSCANDO EMPLEO,SECTOR PLAZA DE BOLIVAR,URBANO,8,Alto,26-35
M,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,8- TECNOLÓGICA,EMPLEADO,CENTRAL,URBANO,0,Bajo,26-35
M,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CERRITOS,RURAL,1,Bajo,26-35
F,30,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,7- TÉCNICA PROFESIONAL,BUSCANDO EMPLEO,LOS 2500,URBANO,5,Alto,26-35
F,30,NO,SI,NO,6 MESTIZO,REGIMEN SUBSIDIADO,7- TÉCNICA PROFESIONAL,BUSCANDO EMPLEO,CENTRAL,URBANO,7,Alto,26-35
F,30,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,3- BÁSICA SECUNDARIA,EMPLEADO,OTRO MUNICIPIO,OTRO,0,Bajo,26-35
F,29,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTENARIO,URBANO,0,Bajo,26-35
F,29,NO,SI,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,AMA DE CASA,GUAYACANES,URBANO,4,Alto,26-35
F,28,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,INDEPENDIENTE,LOS ALAMOS,URBANO,0,Bajo,26-35
F,28,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,VILLA COLOMBIA,URBANO,0,Bajo,26-35
F,27,NO,NO,NO,6 MESTIZO,REGIMEN CONTRIBUTIVO,9- PROFESIONAL,EMPLEADO,CENTRAL,URBANO,0,Bajo,26-35
